-37.205,-6.592,4.5173,-0.73574,0.65581,-0.16911,-0.52085,-0.3883,0.76022,0.4329,0.64741,0.62726,30,90,435,50,-80,30,20
-37.205,-6.592,5.0173,-0.73574,0.65581,-0.16911,-0.52085,-0.3883,0.76022,0.4329,0.64741,0.62726,30.036,91.175,434.92,49.165,-79.267,29.412,20
-37.205,-6.592,5.5173,-0.73574,0.65581,-0.16911,-0.52085,-0.3883,0.76022,0.4329,0.64741,0.62726,30.083,92.338,434.83,48.327,-78.541,28.825,20
-37.205,-6.592,6.0173,-0.73574,0.65581,-0.16911,-0.52085,-0.3883,0.76022,0.4329,0.64741,0.62726,30.141,93.49,434.73,47.486,-77.823,28.239,20
-37.205,-6.592,6.5173,-0.73574,0.65581,-0.16911,-0.52085,-0.3883,0.76022,0.4329,0.64741,0.62726,30.209,94.629,434.62,46.644,-77.113,27.654,20
-37.205,-6.592,7.0173,-0.73574,0.65581,-0.16911,-0.52085,-0.3883,0.76022,0.4329,0.64741,0.62726,30.287,95.756,434.51,45.799,-76.412,27.07,20
-37.205,-6.592,7.5173,-0.73574,0.65581,-0.16911,-0.52085,-0.3883,0.76022,0.4329,0.64741,0.62726,30.374,96.87,434.38,44.951,-75.72,26.488,20
-37.205,-6.592,8.0173,-0.73574,0.65581,-0.16911,-0.52085,-0.3883,0.76022,0.4329,0.64741,0.62726,30.471,97.97,434.25,44.102,-75.037,25.907,20
-37.205,-6.592,8.5173,-0.73574,0.65581,-0.16911,-0.52085,-0.3883,0.76022,0.4329,0.64741,0.62726,30.577,99.057,434.12,43.251,-74.363,25.328,20
-37.205,-6.592,9.0173,-0.73574,0.65581,-0.16911,-0.52085,-0.3883,0.76022,0.4329,0.64741,0.62726,30.692,100.13,433.98,42.398,-73.7,24.75,20
-37.205,-6.592,9.5173,-0.73574,0.65581,-0.16911,-0.52085,-0.3883,0.76022,0.4329,0.64741,0.62726,30.814,101.19,433.83,41.544,-73.047,24.175,20
-37.205,-6.592,10.017,-0.73574,0.65581,-0.16911,-0.52085,-0.3883,0.76022,0.4329,0.64741,0.62726,30.945,102.24,433.67,40.689,-72.405,23.601,20
-37.205,-6.592,10.517,-0.73574,0.65581,-0.16911,-0.52085,-0.3883,0.76022,0.4329,0.64741,0.62726,31.084,103.27,433.51,39.833,-71.773,23.03,20
-37.205,-6.592,11.017,-0.73574,0.65581,-0.16911,-0.52085,-0.3883,0.76022,0.4329,0.64741,0.62726,31.23,104.29,433.33,38.975,-71.153,22.46,20
-37.205,-6.592,11.517,-0.73574,0.65581,-0.16911,-0.52085,-0.3883,0.76022,0.4329,0.64741,0.62726,31.382,105.29,433.16,38.117,-70.543,21.893,20
-37.205,-6.592,12.017,-0.73574,0.65581,-0.16911,-0.52085,-0.3883,0.76022,0.4329,0.64741,0.62726,31.542,106.28,432.97,37.259,-69.945,21.328,20
-37.205,-7.092,12.017,-0.73574,0.65581,-0.16911,-0.52085,-0.3883,0.76022,0.4329,0.64741,0.62726,30.498,106,432.94,37.681,-70.872,20.921,20
-37.205,-6.592,12.017,-0.73574,0.65581,-0.16911,-0.52085,-0.3883,0.76022,0.4329,0.64741,0.62726,31.542,106.28,432.97,37.259,-69.945,21.328,20
-37.205,-6.092,12.017,-0.73574,0.65581,-0.16911,-0.52085,-0.3883,0.76022,0.4329,0.64741,0.62726,32.59,106.55,433,36.843,-69.018,21.738,20
-37.205,-5.592,12.017,-0.73574,0.65581,-0.16911,-0.52085,-0.3883,0.76022,0.4329,0.64741,0.62726,33.643,106.82,433.02,36.433,-68.091,22.152,20
-37.205,-5.092,12.017,-0.73574,0.65581,-0.16911,-0.52085,-0.3883,0.76022,0.4329,0.64741,0.62726,34.699,107.08,433.03,36.03,-67.164,22.57,20
-37.205,-5.092,11.517,-0.73574,0.65581,-0.16911,-0.52085,-0.3883,0.76022,0.4329,0.64741,0.62726,34.531,106.1,433.22,36.915,-67.75,23.145,20
-37.205,-5.092,11.017,-0.73574,0.65581,-0.16911,-0.52085,-0.3883,0.76022,0.4329,0.64741,0.62726,34.369,105.11,433.4,37.799,-68.348,23.722,20
-37.205,-5.092,10.517,-0.73574,0.65581,-0.16911,-0.52085,-0.3883,0.76022,0.4329,0.64741,0.62726,34.214,104.1,433.58,38.684,-68.957,24.301,20
-37.205,-5.092,10.017,-0.73574,0.65581,-0.16911,-0.52085,-0.3883,0.76022,0.4329,0.64741,0.62726,34.066,103.08,433.74,39.568,-69.578,24.882,20
-37.205,-5.092,9.5173,-0.73574,0.65581,-0.16911,-0.52085,-0.3883,0.76022,0.4329,0.64741,0.62726,33.926,102.05,433.91,40.451,-70.211,25.465,20
-37.205,-5.092,9.0173,-0.73574,0.65581,-0.16911,-0.52085,-0.3883,0.76022,0.4329,0.64741,0.62726,33.793,101,434.06,41.333,-70.855,26.049,20
-37.205,-5.092,8.5173,-0.73574,0.65581,-0.16911,-0.52085,-0.3883,0.76022,0.4329,0.64741,0.62726,33.668,99.934,434.21,42.214,-71.51,26.635,20
-37.205,-5.092,9.0173,-0.73574,0.65581,-0.16911,-0.52085,-0.3883,0.76022,0.4329,0.64741,0.62726,33.793,101,434.06,41.333,-70.855,26.049,20
-37.205,-5.092,9.5173,-0.73574,0.65581,-0.16911,-0.52085,-0.3883,0.76022,0.4329,0.64741,0.62726,33.926,102.05,433.91,40.451,-70.211,25.465,20
-37.205,-5.092,10.017,-0.73574,0.65581,-0.16911,-0.52085,-0.3883,0.76022,0.4329,0.64741,0.62726,34.066,103.08,433.74,39.568,-69.578,24.882,20
-37.205,-5.092,10.517,-0.73574,0.65581,-0.16911,-0.52085,-0.3883,0.76022,0.4329,0.64741,0.62726,34.214,104.1,433.58,38.684,-68.957,24.301,20
-37.205,-5.092,11.017,-0.73574,0.65581,-0.16911,-0.52085,-0.3883,0.76022,0.4329,0.64741,0.62726,34.369,105.11,433.4,37.799,-68.348,23.722,20
-37.205,-5.092,11.517,-0.73574,0.65581,-0.16911,-0.52085,-0.3883,0.76022,0.4329,0.64741,0.62726,34.531,106.1,433.22,36.915,-67.75,23.145,20
-37.205,-5.092,12.017,-0.73574,0.65581,-0.16911,-0.52085,-0.3883,0.76022,0.4329,0.64741,0.62726,34.699,107.08,433.03,36.03,-67.164,22.57,20
-37.205,-5.092,12.517,-0.73574,0.65581,-0.16911,-0.52085,-0.3883,0.76022,0.4329,0.64741,0.62726,34.873,108.04,432.84,35.145,-66.59,21.997,20
-37.205,-4.592,12.517,-0.73574,0.65581,-0.16911,-0.52085,-0.3883,0.76022,0.4329,0.64741,0.62726,35.934,108.28,432.83,34.742,-65.67,22.415,20
-37.205,-4.092,12.517,-0.73574,0.65581,-0.16911,-0.52085,-0.3883,0.76022,0.4329,0.64741,0.62726,36.996,108.52,432.83,34.347,-64.751,22.837,20
-37.205,-3.592,12.517,-0.73574,0.65581,-0.16911,-0.52085,-0.3883,0.76022,0.4329,0.64741,0.62726,38.059,108.75,432.81,33.961,-63.835,23.262,20
-37.205,-3.092,12.517,-0.73574,0.65581,-0.16911,-0.52085,-0.3883,0.76022,0.4329,0.64741,0.62726,39.121,108.98,432.78,33.585,-62.923,23.691,20
-37.205,-2.592,12.517,-0.73574,0.65581,-0.16911,-0.52085,-0.3883,0.76022,0.4329,0.64741,0.62726,40.183,109.19,432.75,33.219,-62.016,24.123,20
-37.205,-2.092,12.517,-0.73574,0.65581,-0.16911,-0.52085,-0.3883,0.76022,0.4329,0.64741,0.62726,41.243,109.4,432.71,32.864,-61.113,24.56,20
-37.205,-1.592,12.517,-0.73574,0.65581,-0.16911,-0.52085,-0.3883,0.76022,0.4329,0.64741,0.62726,42.3,109.6,432.65,32.521,-60.215,24.999,20
-37.205,-1.592,13.017,-0.73574,0.65581,-0.16911,-0.52085,-0.3883,0.76022,0.4329,0.64741,0.62726,42.492,110.51,432.44,31.584,-59.688,24.406,20
-37.205,-1.592,13.517,-0.73574,0.65581,-0.16911,-0.52085,-0.3883,0.76022,0.4329,0.64741,0.62726,42.689,111.4,432.23,30.648,-59.173,23.815,20
-37.205,-1.592,14.017,-0.73574,0.65581,-0.16911,-0.52085,-0.3883,0.76022,0.4329,0.64741,0.62726,42.89,112.28,432.01,29.714,-58.671,23.225,20
-37.205,-1.592,14.517,-0.73574,0.65581,-0.16911,-0.52085,-0.3883,0.76022,0.4329,0.64741,0.62726,43.095,113.14,431.78,28.782,-58.181,22.638,20
-37.205,-1.592,15.017,-0.73574,0.65581,-0.16911,-0.52085,-0.3883,0.76022,0.4329,0.64741,0.62726,43.303,113.99,431.55,27.852,-57.705,22.054,20
-37.205,-1.592,15.517,-0.73574,0.65581,-0.16911,-0.52085,-0.3883,0.76022,0.4329,0.64741,0.62726,43.515,114.83,431.31,26.924,-57.24,21.471,20
-37.205,-1.592,16.017,-0.73574,0.65581,-0.16911,-0.52085,-0.3883,0.76022,0.4329,0.64741,0.62726,43.73,115.65,431.07,25.999,-56.789,20.892,20
-37.205,-1.592,16.517,-0.73574,0.65581,-0.16911,-0.52085,-0.3883,0.76022,0.4329,0.64741,0.62726,43.948,116.45,430.82,25.076,-56.349,20.315,20
-37.205,-1.592,17.017,-0.73574,0.65581,-0.16911,-0.52085,-0.3883,0.76022,0.4329,0.64741,0.62726,44.169,117.25,430.57,24.156,-55.921,19.741,20
-37.205,-1.592,17.517,-0.73574,0.65581,-0.16911,-0.52085,-0.3883,0.76022,0.4329,0.64741,0.62726,44.392,118.03,430.32,23.239,-55.506,19.169,20
-37.205,-1.592,18.017,-0.73574,0.65581,-0.16911,-0.52085,-0.3883,0.76022,0.4329,0.64741,0.62726,44.617,118.8,430.05,22.326,-55.102,18.601,20
-37.205,-1.592,18.517,-0.73574,0.65581,-0.16911,-0.52085,-0.3883,0.76022,0.4329,0.64741,0.62726,44.845,119.55,429.79,21.415,-54.71,18.036,20
-37.205,-1.592,19.017,-0.73574,0.65581,-0.16911,-0.52085,-0.3883,0.76022,0.4329,0.64741,0.62726,45.074,120.29,429.52,20.508,-54.329,17.473,20
-37.205,-1.592,19.517,-0.73574,0.65581,-0.16911,-0.52085,-0.3883,0.76022,0.4329,0.64741,0.62726,45.305,121.02,429.25,19.605,-53.959,16.914,20
-37.205,-1.592,20.017,-0.73574,0.65581,-0.16911,-0.52085,-0.3883,0.76022,0.4329,0.64741,0.62726,45.537,121.74,428.97,18.705,-53.6,16.359,20
-37.205,-1.592,20.517,-0.73574,0.65581,-0.16911,-0.52085,-0.3883,0.76022,0.4329,0.64741,0.62726,45.771,122.45,428.69,17.809,-53.252,15.806,20
-37.205,-1.592,21.017,-0.73574,0.65581,-0.16911,-0.52085,-0.3883,0.76022,0.4329,0.64741,0.62726,46.007,123.14,428.4,16.917,-52.915,15.257,20
-37.205,-1.592,21.517,-0.73574,0.65581,-0.16911,-0.52085,-0.3883,0.76022,0.4329,0.64741,0.62726,46.243,123.83,428.11,16.029,-52.588,14.712,20
-37.205,-1.592,22.017,-0.73574,0.65581,-0.16911,-0.52085,-0.3883,0.76022,0.4329,0.64741,0.62726,46.481,124.5,427.82,15.145,-52.271,14.17,20
-37.205,-1.592,22.517,-0.73574,0.65581,-0.16911,-0.52085,-0.3883,0.76022,0.4329,0.64741,0.62726,46.72,125.16,427.52,14.266,-51.963,13.632,20
-37.205,-1.592,23.017,-0.73574,0.65581,-0.16911,-0.52085,-0.3883,0.76022,0.4329,0.64741,0.62726,46.959,125.81,427.22,13.391,-51.666,13.097,20
-37.205,-1.592,23.517,-0.73574,0.65581,-0.16911,-0.52085,-0.3883,0.76022,0.4329,0.64741,0.62726,47.199,126.45,426.92,12.52,-51.378,12.566,20
-37.205,-1.592,24.017,-0.73574,0.65581,-0.16911,-0.52085,-0.3883,0.76022,0.4329,0.64741,0.62726,47.44,127.08,426.61,11.653,-51.099,12.039,20
-37.205,-1.592,24.517,-0.73574,0.65581,-0.16911,-0.52085,-0.3883,0.76022,0.4329,0.64741,0.62726,47.682,127.7,426.3,10.791,-50.83,11.516,20
-37.205,-1.092,24.517,-0.73574,0.65581,-0.16911,-0.52085,-0.3883,0.76022,0.4329,0.64741,0.62726,48.726,127.75,426.22,10.333,-50.069,11.868,20
-37.205,-0.59197,24.517,-0.73574,0.65581,-0.16911,-0.52085,-0.3883,0.76022,0.4329,0.64741,0.62726,49.762,127.79,426.14,9.8905,-49.314,12.224,20
-37.205,-0.091965,24.517,-0.73574,0.65581,-0.16911,-0.52085,-0.3883,0.76022,0.4329,0.64741,0.62726,50.79,127.82,426.05,9.4654,-48.565,12.584,20
